"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"175","PH - Rapid Re-Housing (HUD)",627913,382014,1,3,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"176","PH - Rapid Re-Housing (HUD)",627914,382009,5,7,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"177","PH - Rapid Re-Housing (HUD)",636451,379320,26,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"178","PH - Rapid Re-Housing (HUD)",636452,379322,5,7,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"179","PH - Rapid Re-Housing (HUD)",636453,379321,7,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"180","PH - Rapid Re-Housing (HUD)",636454,379324,3,5,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"181","PH - Rapid Re-Housing (HUD)",654994,385867,37,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"182","PH - Rapid Re-Housing (HUD)",654995,391972,13,15,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"183","PH - Rapid Re-Housing (HUD)",755585,375941,39,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"184","PH - Rapid Re-Housing (HUD)",755586,376229,12,15,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"185","PH - Rapid Re-Housing (HUD)",755587,376230,7,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"186","PH - Rapid Re-Housing (HUD)",770191,125446,49,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"187","PH - Rapid Re-Housing (HUD)",770192,411921,8,10,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"188","PH - Rapid Re-Housing (HUD)",778237,400048,19,20,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"189","PH - Rapid Re-Housing (HUD)",778238,423260,1,1,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"190","PH - Rapid Re-Housing (HUD)",781284,422177,53,55,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"191","PH - Rapid Re-Housing (HUD)",781285,422499,5,7,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"192","PH - Rapid Re-Housing (HUD)",782712,416198,32,35,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"193","PH - Rapid Re-Housing (HUD)",782713,416631,6,8,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"194","PH - Rapid Re-Housing (HUD)",785510,423908,48,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"195","PH - Rapid Re-Housing (HUD)",785511,424416,12,14,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"196","PH - Rapid Re-Housing (HUD)",787407,424616,26,29,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"197","PH - Rapid Re-Housing (HUD)",787408,424619,3,6,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"198","PH - Rapid Re-Housing (HUD)",788068,376187,20,23,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"199","PH - Rapid Re-Housing (HUD)",788823,412663,0,2,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"200","PH - Rapid Re-Housing (HUD)",792277,423749,25,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"201","PH - Rapid Re-Housing (HUD)",792278,423754,1,3,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"202","PH - Rapid Re-Housing (HUD)",796913,435149,-1,0,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"203","PH - Rapid Re-Housing (HUD)",797482,427833,29,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"204","PH - Rapid Re-Housing (HUD)",797483,427840,12,14,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"205","PH - Rapid Re-Housing (HUD)",801438,430990,33,35,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"206","PH - Rapid Re-Housing (HUD)",801439,430991,7,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"207","PH - Rapid Re-Housing (HUD)",809351,437030,29,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"208","PH - Rapid Re-Housing (HUD)",809352,437035,9,11,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"209","PH - Rapid Re-Housing (HUD)",809353,437034,12,14,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"210","PH - Rapid Re-Housing (HUD)",809354,437038,4,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"211","PH - Rapid Re-Housing (HUD)",809355,437037,6,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"212","PH - Rapid Re-Housing (HUD)",809759,418371,34,36,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"213","PH - Rapid Re-Housing (HUD)",809760,438423,6,9,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"214","PH - Rapid Re-Housing (HUD)",809761,438418,16,18,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"215","PH - Rapid Re-Housing (HUD)",809762,438419,15,17,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"216","PH - Rapid Re-Housing (HUD)",809763,438421,8,10,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"217","PH - Rapid Re-Housing (HUD)",814657,422595,32,33,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"218","PH - Rapid Re-Housing (HUD)",814658,427544,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"219","PH - Rapid Re-Housing (HUD)",814659,422596,3,3,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"220","PH - Rapid Re-Housing (HUD)",814660,427546,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"221","PH - Rapid Re-Housing (HUD)",814666,427917,27,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"222","PH - Rapid Re-Housing (HUD)",814667,427920,7,8,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"223","PH - Rapid Re-Housing (HUD)",814668,427921,7,8,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"224","PH - Rapid Re-Housing (HUD)",814669,427919,8,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"225","PH - Rapid Re-Housing (HUD)",814670,427918,10,11,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"226","PH - Rapid Re-Housing (HUD)",814671,427922,0,1,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"227","PH - Rapid Re-Housing (HUD)",815214,416164,31,33,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"228","PH - Rapid Re-Housing (HUD)",815215,416165,11,13,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"229","PH - Rapid Re-Housing (HUD)",815850,388723,32,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"230","PH - Rapid Re-Housing (HUD)",815851,388726,14,16,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"231","PH - Rapid Re-Housing (HUD)",815852,437801,11,13,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"232","PH - Rapid Re-Housing (HUD)",815903,433547,39,42,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"233","PH - Rapid Re-Housing (HUD)",815904,433548,14,17,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"234","PH - Rapid Re-Housing (HUD)",815905,433546,51,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"235","PH - Rapid Re-Housing (HUD)",815906,433549,10,13,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"236","PH - Rapid Re-Housing (HUD)",815907,433550,8,10,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"237","PH - Rapid Re-Housing (HUD)",815940,436345,36,37,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"238","PH - Rapid Re-Housing (HUD)",815941,436346,14,16,"Male","White (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"239","PH - Rapid Re-Housing (HUD)",815942,436347,17,18,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"240","PH - Rapid Re-Housing (HUD)",816971,308532,48,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"241","PH - Rapid Re-Housing (HUD)",816972,308533,8,10,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"242","PH - Rapid Re-Housing (HUD)",818809,433785,27,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"243","PH - Rapid Re-Housing (HUD)",818810,433786,8,8,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"244","PH - Rapid Re-Housing (HUD)",818811,433787,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"245","PH - Rapid Re-Housing (HUD)",818812,433788,4,4,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"246","PH - Rapid Re-Housing (HUD)",818813,433789,1,1,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"247","PH - Rapid Re-Housing (HUD)",819587,434342,35,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"248","PH - Rapid Re-Housing (HUD)",819588,434343,15,17,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"249","PH - Rapid Re-Housing (HUD)",819589,434344,10,12,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"250","PH - Rapid Re-Housing (HUD)",819590,434345,8,10,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"251","PH - Rapid Re-Housing (HUD)",819591,434346,3,5,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"252","PH - Rapid Re-Housing (HUD)",823446,440492,2,3,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"253","PH - Rapid Re-Housing (HUD)",823447,440491,22,23,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"254","PH - Rapid Re-Housing (HUD)",829732,377681,36,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"255","PH - Rapid Re-Housing (HUD)",829733,444215,14,16,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"256","PH - Rapid Re-Housing (HUD)",829734,444217,10,11,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"257","PH - Rapid Re-Housing (HUD)",829735,444216,13,14,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"258","PH - Rapid Re-Housing (HUD)",832466,440377,0,2,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"259","PH - Rapid Re-Housing (HUD)",832594,424116,48,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"260","PH - Rapid Re-Housing (HUD)",832595,424122,11,13,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"261","PH - Rapid Re-Housing (HUD)",833815,440380,0,2,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"262","PH - Rapid Re-Housing (HUD)",833892,445168,25,27,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"263","PH - Rapid Re-Housing (HUD)",833893,445169,25,27,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"264","PH - Rapid Re-Housing (HUD)",833894,445172,0,2,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"265","PH - Rapid Re-Housing (HUD)",833895,445171,1,3,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"266","PH - Rapid Re-Housing (HUD)",833896,445170,3,6,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"267","PH - Rapid Re-Housing (HUD)",835881,443244,32,34,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"268","PH - Rapid Re-Housing (HUD)",835882,443249,0,2,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"269","PH - Rapid Re-Housing (HUD)",838767,415134,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"270","PH - Rapid Re-Housing (HUD)",838768,415136,2,2,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)",""
"271","PH - Rapid Re-Housing (HUD)",842456,441090,48,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"272","PH - Rapid Re-Housing (HUD)",842457,441092,9,11,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"273","PH - Rapid Re-Housing (HUD)",842458,441091,14,16,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"274","PH - Rapid Re-Housing (HUD)",850605,436338,-1,0,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"275","PH - Rapid Re-Housing (HUD)",864265,433913,0,0,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"276","PH - Rapid Re-Housing (HUD)",864266,426593,10,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"277","PH - Rapid Re-Housing (HUD)",864267,426594,10,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"278","PH - Rapid Re-Housing (HUD)",919293,426592,29,29,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"279","PH - Rapid Re-Housing (HUD)",920922,465553,0,1,"Male","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"280","PH - Rapid Re-Housing (HUD)",926600,468199,0,1,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"281","PH - Rapid Re-Housing (HUD)",926614,468211,28,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
